section,content,reference,extr_ref_calls,extr_ref_prompt_tokens,extr_ref_completion_tokens,extr_ref_total_cost,parsed_references,rule,extr_rules_calls,extr_rules_prompt_tokens,extr_rules_completion_tokens,extr_rules_total_cost
D_Chirurgische_Leistungen,"Allgemeine Bestimmungen
1. Die primäre Wundversorgung (z.B. Reinigen der Wunde, Glätten des
Knochens, Umschneidung, Tamponieren, Wundverschluss ohne zusätz -
liche Lappenbildung, gegebenenfalls Fixieren eines plastischen Wund -
verbandes) ist Bestandteil der Leistungen nach Abschnitt D und nicht
gesondert berechnungsfähig.
2. Die Schaffung des operativen Zugangs ist Bestandteil der Leistungen
nach Abschnitt D und nicht gesondert berechnungsfähig.
3. Knochenersatzmaterialien sowie Materialien zur Förderung der Blutge -
rinnung oder der Geweberegeneration (z.B. Membranen) sowie zum Ver -
schluss von oberflächlichen Blutungen bei hämorrhagischen Diathesen
oder, wenn dies zum Schutz wichtiger anatomischer Strukturen (z.B. Ner -
ven) erforderlich ist, sowie atraumatisches Nahtmaterial oder nur einmal
verwendbare Explantationsfräsen, sind gesondert berechnungsfähig.",The text does not contain any references to other paragraphs.,1,324,11,0.0103799999999999,,,1,871,193,0.0
E_Leistungen_bei_Erkrankungen_der_Mundschleimhaut,"und des Parodontiums
Allgemeine Bestimmungen
1. Die primäre Wundversorgung (z.B. Reinigen der Wunde, Glätten des
Knochens, Umschneidung, Tamponieren, Wundverschluss ohne zusätz -
liche Lappenbildung, gegebenenfalls Fixieren eines plastischen Wund -
verbandes) ist Bestandteil der Leistungen nach Abschnitt E und nicht
gesondert berechnungsfähig.
2. Knochenersatzmaterialien sowie Materialien zur Förderung der Blutge -
rinnung oder der Geweberegeneration (z.B. Membranen) sowie zum Ver -
schluss von oberflächlichen Blutungen bei hämorrhagischen Diathesen
oder, wenn dies zum Schutz wichtiger anatomischer Strukturen (z.B. Ner -
ven) erforderlich ist, sowie atraumatisches Nahtmaterial und Materialien
zur Fixierung von Membranen sind gesondert berechnungsfähig.",The text does not contain any references to other paragraphs.,1,292,11,0.0094199999999999,,"1. Die primäre Wundversorgung (z.B. Reinigen der Wunde, Glätten des Knochens, Umschneidung, Tamponieren, Wundverschluss ohne zusätzliche Lappenbildung, gegebenenfalls Fixieren eines plastischen Wundverbandes) ist Bestandteil der Leistungen nach Abschnitt E und nicht gesondert berechnungsfähig.",1,839,210,0.0
E_Leistungen_bei_Erkrankungen_der_Mundschleimhaut,"und des Parodontiums
Allgemeine Bestimmungen
1. Die primäre Wundversorgung (z.B. Reinigen der Wunde, Glätten des
Knochens, Umschneidung, Tamponieren, Wundverschluss ohne zusätz -
liche Lappenbildung, gegebenenfalls Fixieren eines plastischen Wund -
verbandes) ist Bestandteil der Leistungen nach Abschnitt E und nicht
gesondert berechnungsfähig.
2. Knochenersatzmaterialien sowie Materialien zur Förderung der Blutge -
rinnung oder der Geweberegeneration (z.B. Membranen) sowie zum Ver -
schluss von oberflächlichen Blutungen bei hämorrhagischen Diathesen
oder, wenn dies zum Schutz wichtiger anatomischer Strukturen (z.B. Ner -
ven) erforderlich ist, sowie atraumatisches Nahtmaterial und Materialien
zur Fixierung von Membranen sind gesondert berechnungsfähig.",The text does not contain any references to other paragraphs.,1,292,11,0.0094199999999999,,"2. Knochenersatzmaterialien sowie Materialien zur Förderung der Blutgerinnung oder der Geweberegeneration (z.B. Membranen) sowie zum Verschluss von oberflächlichen Blutungen bei hämorrhagischen Diathesen oder, wenn dies zum Schutz wichtiger anatomischer Strukturen (z.B. Nerven) erforderlich ist, sowie atraumatisches Nahtmaterial und Materialien zur Fixierung von Membranen sind gesondert berechnungsfähig.",1,839,210,0.0
E_Leistungen_bei_Erkrankungen_der_Mundschleimhaut,"und des Parodontiums
Allgemeine Bestimmungen
1. Die primäre Wundversorgung (z.B. Reinigen der Wunde, Glätten des
Knochens, Umschneidung, Tamponieren, Wundverschluss ohne zusätz -
liche Lappenbildung, gegebenenfalls Fixieren eines plastischen Wund -
verbandes) ist Bestandteil der Leistungen nach Abschnitt E und nicht
gesondert berechnungsfähig.
2. Knochenersatzmaterialien sowie Materialien zur Förderung der Blutge -
rinnung oder der Geweberegeneration (z.B. Membranen) sowie zum Ver -
schluss von oberflächlichen Blutungen bei hämorrhagischen Diathesen
oder, wenn dies zum Schutz wichtiger anatomischer Strukturen (z.B. Ner -
ven) erforderlich ist, sowie atraumatisches Nahtmaterial und Materialien
zur Fixierung von Membranen sind gesondert berechnungsfähig.",The text does not contain any references to other paragraphs.,1,292,11,0.0094199999999999,,,1,839,210,0.0
E_Leistungen_bei_Erkrankungen_der_Mundschleimhaut,und des Parodontiums,The text provided does not contain any references to other paragraphs.,1,66,12,0.0027,,,1,613,5,0.0
E_Leistungen_bei_Erkrankungen_der_Mundschleimhaut,und des Parodontiums,The text provided does not contain any references to other paragraphs.,1,66,12,0.0027,,,1,613,5,0.0
G_Kieferorthopädische_Leistungen,"Allgemeine Bestimmungen
Die Leistungen nach den Nummern 6100, 6120, 6140 und 6150 beinhal -
ten auch die Material- und Laborkosten für Standardmaterialien wie
zum Beispiel unprogrammierte Edelstahlbrackets, unprogrammierte At -
tachments und Edelstahlbänder.
Werden darüber hinausgehende Materialien verwendet, können die
Mehrkosten für diese Materialien gesondert berechnet werden, wenn
dies vor der Verwendung mit dem Zahlungspflichtigen nach persönli -
cher Absprache schriftlich vereinbart worden ist. Diese Vereinbarung
hat Angaben über die voraussichtliche Höhe der einzelnen Material-
und Laborkosten und die Material- und Laborkosten der in Abzug zu
bringenden Standardmaterialien zu enthalten. In der Vereinbarung ist
darauf hinzuweisen, dass eine Erstattung durch Erstattungsstellen mög -
licherweise nicht im vollen Umfang gewährleistet ist.",The text does not contain any references to other paragraphs.,1,298,11,0.0096,,"Werden Leistungen nach den Nummern 6100, 6120, 6140 und 6150 berechnet, müssen die Material- und Laborkosten für Standardmaterialien wie zum Beispiel unprogrammierte Edelstahlbrackets, unprogrammierte Attachments und Edelstahlbänder in der Berechnung enthalten sein und dürfen nicht gesondert berechnet werden.",1,845,235,0.0
G_Kieferorthopädische_Leistungen,"Allgemeine Bestimmungen
Die Leistungen nach den Nummern 6100, 6120, 6140 und 6150 beinhal -
ten auch die Material- und Laborkosten für Standardmaterialien wie
zum Beispiel unprogrammierte Edelstahlbrackets, unprogrammierte At -
tachments und Edelstahlbänder.
Werden darüber hinausgehende Materialien verwendet, können die
Mehrkosten für diese Materialien gesondert berechnet werden, wenn
dies vor der Verwendung mit dem Zahlungspflichtigen nach persönli -
cher Absprache schriftlich vereinbart worden ist. Diese Vereinbarung
hat Angaben über die voraussichtliche Höhe der einzelnen Material-
und Laborkosten und die Material- und Laborkosten der in Abzug zu
bringenden Standardmaterialien zu enthalten. In der Vereinbarung ist
darauf hinzuweisen, dass eine Erstattung durch Erstattungsstellen mög -
licherweise nicht im vollen Umfang gewährleistet ist.",The text does not contain any references to other paragraphs.,1,298,11,0.0096,,"Mehrkosten für über Standardmaterialien hinausgehende Materialien dürfen nur dann gesondert berechnet werden, wenn eine schriftliche Vereinbarung mit dem Zahlungspflichtigen vor der Verwendung des Materials getroffen wurde. Diese Vereinbarung muss die voraussichtliche Höhe der einzelnen Material- und Laborkosten sowie die Kosten der in Abzug zu bringenden Standardmaterialien enthalten.",1,845,235,0.0
G_Kieferorthopädische_Leistungen,"Allgemeine Bestimmungen
Die Leistungen nach den Nummern 6100, 6120, 6140 und 6150 beinhal -
ten auch die Material- und Laborkosten für Standardmaterialien wie
zum Beispiel unprogrammierte Edelstahlbrackets, unprogrammierte At -
tachments und Edelstahlbänder.
Werden darüber hinausgehende Materialien verwendet, können die
Mehrkosten für diese Materialien gesondert berechnet werden, wenn
dies vor der Verwendung mit dem Zahlungspflichtigen nach persönli -
cher Absprache schriftlich vereinbart worden ist. Diese Vereinbarung
hat Angaben über die voraussichtliche Höhe der einzelnen Material-
und Laborkosten und die Material- und Laborkosten der in Abzug zu
bringenden Standardmaterialien zu enthalten. In der Vereinbarung ist
darauf hinzuweisen, dass eine Erstattung durch Erstattungsstellen mög -
licherweise nicht im vollen Umfang gewährleistet ist.",The text does not contain any references to other paragraphs.,1,298,11,0.0096,,"In der Vereinbarung über Mehrkosten für Materialien muss darauf hingewiesen werden, dass eine Erstattung durch Erstattungsstellen möglicherweise nicht im vollen Umfang gewährleistet ist.",1,845,235,0.0
G_Kieferorthopädische_Leistungen,"Allgemeine Bestimmungen
Die Leistungen nach den Nummern 6100, 6120, 6140 und 6150 beinhal -
ten auch die Material- und Laborkosten für Standardmaterialien wie
zum Beispiel unprogrammierte Edelstahlbrackets, unprogrammierte At -
tachments und Edelstahlbänder.
Werden darüber hinausgehende Materialien verwendet, können die
Mehrkosten für diese Materialien gesondert berechnet werden, wenn
dies vor der Verwendung mit dem Zahlungspflichtigen nach persönli -
cher Absprache schriftlich vereinbart worden ist. Diese Vereinbarung
hat Angaben über die voraussichtliche Höhe der einzelnen Material-
und Laborkosten und die Material- und Laborkosten der in Abzug zu
bringenden Standardmaterialien zu enthalten. In der Vereinbarung ist
darauf hinzuweisen, dass eine Erstattung durch Erstattungsstellen mög -
licherweise nicht im vollen Umfang gewährleistet ist.",The text does not contain any references to other paragraphs.,1,298,11,0.0096,,,1,845,235,0.0
H_Eingliederung_von_Aufbissbehelfen_und_Schienen,"Allgemeine Bestimmungen
Endgültige Kronen, Brücken und Prothesen dürfen nicht als Aufbissbe -
helfe oder Schienen nach Abschnitt H berechnet werden.",References: Abschnitt H,1,103,5,0.00339,,"Endgültige Kronen, Brücken und Prothesen dürfen nicht als Aufbissbehelfe oder Schienen nach Abschnitt H berechnet werden.",1,650,178,0.0
H_Eingliederung_von_Aufbissbehelfen_und_Schienen,"Allgemeine Bestimmungen
Endgültige Kronen, Brücken und Prothesen dürfen nicht als Aufbissbe -
helfe oder Schienen nach Abschnitt H berechnet werden.",References: Abschnitt H,1,103,5,0.00339,,"This rule states that final crowns, bridges, and prostheses cannot be billed as occlusal splints or splints according to Section H. To enforce this rule automatically, the code would need to check the ""Description"" field of each service in the ""Services"" array to ensure that none of the items that are final crowns, bridges, or prostheses are being billed as occlusal splints or splints under Section H. If such a case is found, the invoice would not comply with the rule.",1,650,178,0.0
J_Funktionsanalytische_und,funktionstherapeutische Leistungen,The text provided does not contain any references to other paragraphs.,1,70,12,0.00282,,,1,617,170,0.0
J_Funktionsanalytische_und,funktionstherapeutische Leistungen,The text provided does not contain any references to other paragraphs.,1,70,12,0.00282,,,1,617,176,0.0
K_Implantologische_Leistungen,"
Allgemeine Bestimmungen
1. Die primäre Wundversorgung (z. B. Reinigen der Wunde, Wundver -
schluss ohne zusätzliche Lappenbildung, gegebenenfalls einschließlich
Fixieren eines plastischen Wundverbandes) ist Bestandteil der Leistungen
nach Abschnitt K und nicht gesondert berechnungsfähig.
2. Die bei den Leistungen nach Abschnitt K verwendeten Implantate,
Implantatteile und nur einmal verwendbare Implantatfräsen sind ge -
sondert berechnungsfähig.
Knochenersatzmaterialien sowie Materialien zur Förderung der Blutge -
rinnung oder der Geweberegeneration (z. B. Membranen), zur Fixierung
von Membranen, zum Verschluss von oberflächlichen Blutungen bei hä -
morrhagischen Diathesen oder, wenn dies zum Schutz wichtiger anato -
mischer Strukturen (z. B. Nerven) erforderlich ist, sowie atraumatisches
Nahtmaterial oder nur einmal verwendbare Explantationsfräsen, sind
gesondert berechnungsfähig.",The text does not contain any references to other paragraphs.,1,331,11,0.0105899999999999,,,1,878,319,0.0
L_Zuschläge_zu_bestimmten,"zahnärztlich-chirurgischen Leistungen
Allgemeine Bestimmungen
1. Bei nichtstationärer Durchführung bestimmter zahnärztlich-chirurgi -
scher Leistungen in der Praxis niedergelassener Zahnärzte oder in Kran -
kenhäusern können zur Abgeltung der Kosten für die Aufbereitung
wiederverwendbarer Operationsmaterialien bzw. -geräte und/oder von
Materialien, die mit der einmaligen Verwendung verbraucht sind, Zu -
schläge berechnet werden.
2. Die Zuschläge nach den Nummern 0500 bis 0530 sind nur mit dem
einfachen Gebührensatz berechnungsfähig.
3. Die Zuschläge nach den Nummern 0500 bis 0530 sind zahnärztlich-
chirurgische Leistungen
-nach den Nummern 3020, 3030, 3040, 3045, 3090, 3100, 3110, 3120,
3130, 3140, 3160, 3190, 3200, 3230, 3240, 3250, 3260, 3270, 3280 in Ab -
schnitt D,
-nach den Nummern 4090, 4100, 4130 und 4133 in Abschnitt E sowie
-nach den Nummern 9010, 9020, 9090, 9100, 9110, 9120, 9130, 9140,
9150, 9160 und 9170 in Abschnitt K
zuzuordnen.
4. Die Zuschläge sind in der Rechnung unmittelbar im Anschluss an die
zugeordnete zahnärztlich-chirurgische Leistung aufzuführen.
5. Maßgeblich für den Ansatz eines Zuschlages nach den Nummern
0500 bis 0530 ist die erbrachte zahnärztlich-chirurgische Leistung mit der
höchsten Punktzahl. Eine Zuordnung des Zuschlags nach den Nummern
0500 bis 0530 zu der Summe der jeweils ambulant erbrachten einzelnen
zahnärztlich-chirurgischen Leistungen ist nicht möglich.


6. Die Zuschläge nach den Nummern 0500 bis 0530 sind nicht berech -
nungsfähig, wenn der Patient an demselben Tag wegen derselben Er -
krankung in stationäre Krankenhausbehandlung aufgenommen wird;
das gilt nicht, wenn die stationäre Behandlung wegen unvorhersehba -
rer Komplikationen während oder nach der nichtstationären Operation
notwendig und entsprechend begründet wird.
7. Die Zuschläge nach den Nummern 0110, 0120 sowie 0500 bis 0530
sind neben den entsprechenden Zuschlägen nach den Nummer 440
bis 445 des Gebührenverzeichnisses für ärztliche Leistungen für dieselbe
Sitzung nicht berechnungsfähig.","References: Nummern 0500 bis 0530, Nummern 3020, 3030, 3040, 3045, 3090, 3100, 3110, 3120, 3130, 3140, 3160, 3190, 3200, 3230, 3240, 3250, 3260, 3270, 3280, Nummern 4090, 4100, 4130 und 4133, Nummern 9010, 9020, 9090, 9100, 9110, 9120, 9130, 9140, 9150, 9160 und 9170, Nummern 0110, 0120, Nummer 440 bis 445.",1,768,177,0.0336599999999999,,,1,1315,553,0.0
L_Zuschläge_zu_bestimmten,zahnärztlich-chirurgischen Leistungen,The text provided does not contain any references to other paragraphs.,1,72,12,0.0028799999999999,,,1,619,121,0.0
