section,subsection,content,reference,extr_ref_calls,extr_ref_prompt_tokens,extr_ref_completion_tokens,extr_ref_total_cost,section_number,paragraph_number,parsed_references,rule,extr_rules_calls,extr_rules_prompt_tokens,extr_rules_completion_tokens,extr_rules_total_cost
§ 2 Abweichende Vereinbarung ,(3),"Leistungen nach § 1 Absatz 2 Satz 2 und ihre Vergütung müssen in einem Heil- und Kostenplan schriftlich vereinbart werden. Der Heil- und Kostenplan muss vor Erbringung der Leistung erstellt werden; er muss die einzelnen Leistungen und Vergütungen sowie die Feststellung enthalten, dass es sich um Leistungen auf Verlangen handelt und eine Erstattung möglicherweise nicht gewährleistet ist. § 6 Absatz 1 bleibt unberührt.","References: §1 Absatz 2 Satz 2, §6 Absatz 1",1,177,19,0.0064499999999999,2.0,3.0,"[{'section': '1', 'paragraph': '2', 'sentence': None}, {'section': '6', 'paragraph': '1', 'sentence': '1'}]","Leistungen, die über das Maß einer zahnmedizinisch notwendigen Versorgung hinausgehen und auf Verlangen des Zahlungspflichtigen erbracht wurden, müssen im Heil- und Kostenplan vor Erbringung der Leistung schriftlich vereinbart werden. Dies muss in der Rechnung nachvollziehbar sein.",1,1030,331,0.0
§ 2 Abweichende Vereinbarung ,(3),"Leistungen nach § 1 Absatz 2 Satz 2 und ihre Vergütung müssen in einem Heil- und Kostenplan schriftlich vereinbart werden. Der Heil- und Kostenplan muss vor Erbringung der Leistung erstellt werden; er muss die einzelnen Leistungen und Vergütungen sowie die Feststellung enthalten, dass es sich um Leistungen auf Verlangen handelt und eine Erstattung möglicherweise nicht gewährleistet ist. § 6 Absatz 1 bleibt unberührt.","References: §1 Absatz 2 Satz 2, §6 Absatz 1",1,177,19,0.0064499999999999,2.0,3.0,"[{'section': '1', 'paragraph': '2', 'sentence': None}, {'section': '6', 'paragraph': '1', 'sentence': '1'}]","Die Rechnung muss die einzelnen Leistungen und Vergütungen detailliert auflisten. Für jede Leistung muss das Datum der Behandlung, die Gebührennummer, der Steigerungsfaktor, der Punktwert, die Gebühr und eine Beschreibung enthalten sein.",1,1030,331,0.0
§ 2 Abweichende Vereinbarung ,(3),"Leistungen nach § 1 Absatz 2 Satz 2 und ihre Vergütung müssen in einem Heil- und Kostenplan schriftlich vereinbart werden. Der Heil- und Kostenplan muss vor Erbringung der Leistung erstellt werden; er muss die einzelnen Leistungen und Vergütungen sowie die Feststellung enthalten, dass es sich um Leistungen auf Verlangen handelt und eine Erstattung möglicherweise nicht gewährleistet ist. § 6 Absatz 1 bleibt unberührt.","References: §1 Absatz 2 Satz 2, §6 Absatz 1",1,177,19,0.0064499999999999,2.0,3.0,"[{'section': '1', 'paragraph': '2', 'sentence': None}, {'section': '6', 'paragraph': '1', 'sentence': '1'}]","Die Rechnung muss eine Feststellung enthalten, dass es sich um Leistungen auf Verlangen handelt, falls dies der Fall ist, und darauf hinweisen, dass eine Erstattung möglicherweise nicht gewährleistet ist.",1,1030,331,0.0
§ 2 Abweichende Vereinbarung ,(3),"Leistungen nach § 1 Absatz 2 Satz 2 und ihre Vergütung müssen in einem Heil- und Kostenplan schriftlich vereinbart werden. Der Heil- und Kostenplan muss vor Erbringung der Leistung erstellt werden; er muss die einzelnen Leistungen und Vergütungen sowie die Feststellung enthalten, dass es sich um Leistungen auf Verlangen handelt und eine Erstattung möglicherweise nicht gewährleistet ist. § 6 Absatz 1 bleibt unberührt.","References: §1 Absatz 2 Satz 2, §6 Absatz 1",1,177,19,0.0064499999999999,2.0,3.0,"[{'section': '1', 'paragraph': '2', 'sentence': None}, {'section': '6', 'paragraph': '1', 'sentence': '1'}]","Selbstständige zahnärztliche Leistungen, die nicht im Gebührenverzeichnis aufgenommen sind, müssen entsprechend einer nach Art, Kosten- und Zeitaufwand gleichwertigen Leistung des Gebührenverzeichnisses berechnet werden. Ist keine gleichwertige Leistung im Gebührenverzeichnis vorhanden, kann die Berechnung entsprechend einer gleichwertigen Leistung der Gebührenordnung für Ärzte erfolgen. Diese Berechnungsweise muss in der Rechnung gerechtfertigt und nachvollziehbar sein.",1,1030,331,0.0
§ 2 Abweichende Vereinbarung ,(3),"Leistungen nach § 1 Absatz 2 Satz 2 und ihre Vergütung müssen in einem Heil- und Kostenplan schriftlich vereinbart werden. Der Heil- und Kostenplan muss vor Erbringung der Leistung erstellt werden; er muss die einzelnen Leistungen und Vergütungen sowie die Feststellung enthalten, dass es sich um Leistungen auf Verlangen handelt und eine Erstattung möglicherweise nicht gewährleistet ist. § 6 Absatz 1 bleibt unberührt.","References: §1 Absatz 2 Satz 2, §6 Absatz 1",1,177,19,0.0064499999999999,2.0,3.0,"[{'section': '1', 'paragraph': '2', 'sentence': None}, {'section': '6', 'paragraph': '1', 'sentence': '1'}]",,1,1030,331,0.0
§ 2 Abweichende Vereinbarung ,(4),"Bei vollstationären, teilstationären sowie vor- und nachstationären privatzahnärztlichen Leistungen ist eine Vereinbarung nach Absatz 1 Satz 1 nur für vom Wahlzahnarzt persönlich erbrachte Leistungen zulässig.",The text does not mention any references to other paragraphs.,1,121,11,0.0042899999999999,2.0,4.0,,,1,668,5,0.0
§ 3 Vergütungen ,,"Als Vergütungen stehen dem Zahnarzt Gebühren, Entschädigungen und Ersatz von Auslagen zu.",The text does not mention any references to other paragraphs.,1,87,11,0.00327,3.0,,,,1,634,5,0.0
§ 4 Gebühren ,(1),Gebühren sind Vergütungen für die im Gebührenverzeichnis (Anlage 1) genannten zahnärztlichen Leistungen.,The text does not mention any references to other paragraphs.,1,94,11,0.00348,4.0,1.0,,,1,641,5,0.0
§ 4 Gebühren ,(2),"Der Zahnarzt kann Gebühren nur für selbstständige zahnärztliche Leistungen berechnen, die er selbst erbracht hat oder die unter seiner Aufsicht nach fachlicher Weisung erbracht wurden (eigene Leistungen). Für eine Leistung, die Bestandteil oder eine besondere Ausführung einer anderen Leistung nach dem Gebührenverzeichnis ist, kann der Zahnarzt eine Gebühr nicht berechnen, wenn er für die andere Leistung eine Gebühr berechnet. Dies gilt auch für die zur Erbringung der im Gebührenverzeichnis aufgeführten operativen Leistungen methodisch notwendigen operativen Einzelschritte. Eine Leistung ist methodisch notwendiger Bestandteil einer anderen Leistung, wenn sie inhaltlich von der Leistungsbeschreibung der anderen Leistung (Zielleistung) umfasst und auch in deren Bewertung berücksichtigt worden ist.",The text does not mention any references to other paragraphs.,1,272,11,0.00882,4.0,2.0,,,1,819,233,0.0
§ 4 Gebühren ,(3),"Mit den Gebühren sind die Praxiskosten einschließlich der Kosten für Füllungsmaterial, für den Sprechstundenbedarf, für die Anwendung von Instrumenten und Apparaten sowie für Lagerhaltung abgegolten, soweit nicht im Gebührenverzeichnis etwas anderes bestimmt ist. Hat der Zahnarzt zahnärztliche Leistungen unter Inanspruchnahme Dritter, die nach dieser Verordnung selbst nicht liquidationsberechtigt sind, erbracht, so sind die hierdurch entstandenen Kosten ebenfalls mit der Gebühr abgegolten.",The text does not mention any specific paragraphs for reference.,1,196,11,0.00654,4.0,3.0,,,1,743,5,0.0
§ 4 Gebühren ,(4),"Kosten, die nach Absatz 3 mit den Gebühren abgegolten sind, dürfen nicht gesondert berechnet werden. Eine Abtretung des Vergütungsanspruchs in Höhe solcher Kosten ist gegenüber dem Zahlungspflichtigen unwirksam.",The text does not mention any references to other paragraphs.,1,123,11,0.00435,4.0,4.0,,,1,670,5,0.0
§ 4 Gebühren ,(5),"Sollen Leistungen durch Dritte erbracht werden, die diese dem Zahlungspflichtigen unmittelbar berechnen, so hat der Zahnarzt ihn darüber zu unterrichten.",The text does not mention any references to other paragraphs.,1,101,11,0.00369,4.0,5.0,,,1,648,5,0.0
§ 5 Bemessung der Gebühren für Leistungen des Gebührenverzeichnisses ,(1),"Die Höhe der einzelnen Gebühr bemisst sich nach dem Einfachen bis Dreieinhalbfachen des Gebührensatzes. Gebührensatz ist der Betrag, der sich ergibt, wenn die Punktzahl der einzelnen Leistung des Gebührenverzeichnisses mit dem Punktwert vervielfacht wird. Der Punktwert beträgt 5,62421 Cent. Bei der Bemessung von Gebühren sind sich ergebende Bruchteile eines Cents unter 0,5 abzurunden und Bruchteile von 0,5 und mehr aufzurunden; die Rundung ist erst nach der Multiplikation mit dem Steigerungsfaktor nach Satz 1 vorzunehmen.",The text does not mention any references to other paragraphs.,1,226,11,0.0074399999999999,5.0,1.0,,Die Höhe der einzelnen Gebühr bemisst sich nach dem Einfachen bis Dreieinhalbfachen des Gebührensatzes.,1,773,175,0.0
§ 5 Bemessung der Gebühren für Leistungen des Gebührenverzeichnisses ,(1),"Die Höhe der einzelnen Gebühr bemisst sich nach dem Einfachen bis Dreieinhalbfachen des Gebührensatzes. Gebührensatz ist der Betrag, der sich ergibt, wenn die Punktzahl der einzelnen Leistung des Gebührenverzeichnisses mit dem Punktwert vervielfacht wird. Der Punktwert beträgt 5,62421 Cent. Bei der Bemessung von Gebühren sind sich ergebende Bruchteile eines Cents unter 0,5 abzurunden und Bruchteile von 0,5 und mehr aufzurunden; die Rundung ist erst nach der Multiplikation mit dem Steigerungsfaktor nach Satz 1 vorzunehmen.",The text does not mention any references to other paragraphs.,1,226,11,0.0074399999999999,5.0,1.0,,"Gebührensatz ist der Betrag, der sich ergibt, wenn die Punktzahl der einzelnen Leistung des Gebührenverzeichnisses mit dem Punktwert vervielfacht wird.",1,773,175,0.0
§ 5 Bemessung der Gebühren für Leistungen des Gebührenverzeichnisses ,(1),"Die Höhe der einzelnen Gebühr bemisst sich nach dem Einfachen bis Dreieinhalbfachen des Gebührensatzes. Gebührensatz ist der Betrag, der sich ergibt, wenn die Punktzahl der einzelnen Leistung des Gebührenverzeichnisses mit dem Punktwert vervielfacht wird. Der Punktwert beträgt 5,62421 Cent. Bei der Bemessung von Gebühren sind sich ergebende Bruchteile eines Cents unter 0,5 abzurunden und Bruchteile von 0,5 und mehr aufzurunden; die Rundung ist erst nach der Multiplikation mit dem Steigerungsfaktor nach Satz 1 vorzunehmen.",The text does not mention any references to other paragraphs.,1,226,11,0.0074399999999999,5.0,1.0,,"Der Punktwert beträgt 5,62421 Cent.",1,773,175,0.0
§ 5 Bemessung der Gebühren für Leistungen des Gebührenverzeichnisses ,(1),"Die Höhe der einzelnen Gebühr bemisst sich nach dem Einfachen bis Dreieinhalbfachen des Gebührensatzes. Gebührensatz ist der Betrag, der sich ergibt, wenn die Punktzahl der einzelnen Leistung des Gebührenverzeichnisses mit dem Punktwert vervielfacht wird. Der Punktwert beträgt 5,62421 Cent. Bei der Bemessung von Gebühren sind sich ergebende Bruchteile eines Cents unter 0,5 abzurunden und Bruchteile von 0,5 und mehr aufzurunden; die Rundung ist erst nach der Multiplikation mit dem Steigerungsfaktor nach Satz 1 vorzunehmen.",The text does not mention any references to other paragraphs.,1,226,11,0.0074399999999999,5.0,1.0,,"Bei der Bemessung von Gebühren sind sich ergebende Bruchteile eines Cents unter 0,5 abzurunden und Bruchteile von 0,5 und mehr aufzurunden; die Rundung ist erst nach der Multiplikation mit dem Steigerungsfaktor nach Satz 1 vorzunehmen.",1,773,175,0.0
§ 5 Bemessung der Gebühren für Leistungen des Gebührenverzeichnisses ,(2),"Innerhalb des Gebührenrahmens sind die Gebühren unter Berücksichtigung der Schwierigkeit und des Zeitaufwandes der einzelnen Leistung sowie der Umstände bei der Ausführung nach billigem Ermessen zu bestimmen. Die Schwierigkeit der einzelnen Leistung kann auch durch die Schwierigkeit des Krankheitsfalles begründet sein. Bemessungskriterien, die bereits in der Leistungsbeschreibung berücksichtigt worden sind, haben hierbei außer Betracht zu bleiben. Der 2,3fache Gebührensatz bildet die nach Schwierigkeit und Zeitaufwand durchschnittliche Leistung ab; ein Überschreiten dieses Gebührensatzes ist nur zulässig, wenn Besonderheiten der in Satz 1 genannten Bemessungskriterien dies rechtfertigen; Leistungen mit unterdurchschnittlichem Schwierigkeitsgrad oder Zeitaufwand sind mit einem niedrigeren Gebührensatz zu berechnen.",The text does not mention any references to other paragraphs.,1,293,11,0.0094499999999999,5.0,2.0,,"Der 2,3fache Gebührensatz bildet die nach Schwierigkeit und Zeitaufwand durchschnittliche Leistung ab; ein Überschreiten dieses Gebührensatzes ist nur zulässig, wenn Besonderheiten der in Satz 1 genannten Bemessungskriterien dies rechtfertigen.",1,840,118,0.0
§ 5 Bemessung der Gebühren für Leistungen des Gebührenverzeichnisses ,(2),"Innerhalb des Gebührenrahmens sind die Gebühren unter Berücksichtigung der Schwierigkeit und des Zeitaufwandes der einzelnen Leistung sowie der Umstände bei der Ausführung nach billigem Ermessen zu bestimmen. Die Schwierigkeit der einzelnen Leistung kann auch durch die Schwierigkeit des Krankheitsfalles begründet sein. Bemessungskriterien, die bereits in der Leistungsbeschreibung berücksichtigt worden sind, haben hierbei außer Betracht zu bleiben. Der 2,3fache Gebührensatz bildet die nach Schwierigkeit und Zeitaufwand durchschnittliche Leistung ab; ein Überschreiten dieses Gebührensatzes ist nur zulässig, wenn Besonderheiten der in Satz 1 genannten Bemessungskriterien dies rechtfertigen; Leistungen mit unterdurchschnittlichem Schwierigkeitsgrad oder Zeitaufwand sind mit einem niedrigeren Gebührensatz zu berechnen.",The text does not mention any references to other paragraphs.,1,293,11,0.0094499999999999,5.0,2.0,,Leistungen mit unterdurchschnittlichem Schwierigkeitsgrad oder Zeitaufwand sind mit einem niedrigeren Gebührensatz zu berechnen.,1,840,118,0.0
§ 5 Bemessung der Gebühren für Leistungen des Gebührenverzeichnisses ,(2),"Innerhalb des Gebührenrahmens sind die Gebühren unter Berücksichtigung der Schwierigkeit und des Zeitaufwandes der einzelnen Leistung sowie der Umstände bei der Ausführung nach billigem Ermessen zu bestimmen. Die Schwierigkeit der einzelnen Leistung kann auch durch die Schwierigkeit des Krankheitsfalles begründet sein. Bemessungskriterien, die bereits in der Leistungsbeschreibung berücksichtigt worden sind, haben hierbei außer Betracht zu bleiben. Der 2,3fache Gebührensatz bildet die nach Schwierigkeit und Zeitaufwand durchschnittliche Leistung ab; ein Überschreiten dieses Gebührensatzes ist nur zulässig, wenn Besonderheiten der in Satz 1 genannten Bemessungskriterien dies rechtfertigen; Leistungen mit unterdurchschnittlichem Schwierigkeitsgrad oder Zeitaufwand sind mit einem niedrigeren Gebührensatz zu berechnen.",The text does not mention any references to other paragraphs.,1,293,11,0.0094499999999999,5.0,2.0,,,1,840,118,0.0
§ 6 Gebühren für andere Leistungen ,(1),"Selbstständige zahnärztliche Leistungen, die in das Gebührenverzeichnis nicht aufgenommen sind, können entsprechend einer nach Art, Kosten- und Zeitaufwand gleichwertigen Leistung des Gebührenver zeichnisses dieser Verordnung berechnet werden. Sofern auch eine nach Art, Kosten- und Zeitaufwand gleichwertige Leistung im Gebührenverzeichnis dieser Verordnung nicht enthalten ist, kann die selbstständige zahnärztliche Leistung entsprechend einer nach Art, Kosten- und Zeitaufwand gleichwertigen Leistung der in Absatz 2 genannten Leistungen des Gebührenverzeichnisses der Gebührenordnung für Ärzte berechnet werden.",The text does not mention any references to other paragraphs.,1,224,11,0.00738,6.0,1.0,,,1,771,5,0.0
§ 6 Gebühren für andere Leistungen ,(2),"Die Vergütungen sind nach den Vorschriften der Gebührenordnung für Ärzte zu berechnen, soweit die Leistung nicht als selbstständige Leistung oder Teil einer anderen Leistung im Gebührenverzeichnis der Gebührenordnung für Zahnärzte enthalten ist und wenn die Leistungen, die der Zahnarzt erbringt, in den folgenden Abschnitten des Gebührenverzeichnisses der Gebührenordnung für Ärzte aufgeführt sind: 1. B I, B II, B III unter den Nummern 30, 31 und 34, B IV bis B VI, 2. C I unter den Nummern 200, 204, 210 und 211, C II, C III bis C VII, C VIII nur soweit eine zugrunde liegende ambulante operative Leistung berechnet wird, 3. E V und E VI, 4. J, 5. L I, L II unter den Nummern 2072 bis 2074, L III, L V unter den Nummern 2253 bis 2256 im Rahmen der Behandlung von Kieferbrüchen, L VI unter den Nummern 2321, 2355 und 2356 im Rahmen der Behandlung von Kieferbrüchen, L VII, L IX, 6. M unter den Nummern 3511, 3712, 3714, 3715, 4504, 4530, 4538, 4605, 4606 und 4715, 7. N unter der Nummer 4852 sowie 8. O.","References: B I, B II, B III (30, 31, 34), B IV, B V, B VI, C I (200, 204, 210, 211), C II, C III, C IV, C V, C VI, C VII, C VIII, E V, E VI, J, L I, L II (2072, 2073, 2074), L III, L V (2253, 2254, 2255, 2256), L VI (2321, 2355, 2356), L VII, L IX, M (3511, 3712, 3714, 3715, 4504, 4530, 4538, 4605, 4606, 4715), N (4852), O.",1,428,177,0.0234599999999999,6.0,2.0,,,1,975,5,0.0
§7 Gebühren bei stationärer Behandlung ,(1),"Bei vollstationären, teilstationären sowie vor- und nachstationären privatzahnärztlichen Leistungen sind die nach dieser Verordnung berechneten Gebühren einschließlich der darauf entfallenden Zuschläge um 25 vom Hundert zu mindern. Abweichend davon beträgt die Minderung für Leistungen und Zuschläge nach Satz 1 von Belegzahnärzten oder niedergelassenen anderen Zahnärzten 15 vom Hundert. Ausgenommen von dieser Minderungspflicht ist der Zuschlag nach Buchstabe J in Abschnitt B V des Gebührenverzeichnisses der Gebührenordnung für Ärzte.",The text does not mention any references to other paragraphs.,1,216,11,0.00714,7.0,1.0,,,1,763,175,0.0
§7 Gebühren bei stationärer Behandlung ,(2),Neben den nach Absatz 1 geminderten Gebühren darf der Zahnarzt Kosten nicht berechnen; die §§ 8 und 9 bleiben unberührt.,"References: §8, §9",1,99,7,0.00339,7.0,2.0,"[{'section': '8'}, {'section': '9'}]",Neben den nach Absatz 1 geminderten Gebühren darf der Zahnarzt Kosten nicht berechnen; die §§ 8 und 9 bleiben unberührt.,1,1630,396,0.0
§7 Gebühren bei stationärer Behandlung ,(2),Neben den nach Absatz 1 geminderten Gebühren darf der Zahnarzt Kosten nicht berechnen; die §§ 8 und 9 bleiben unberührt.,"References: §8, §9",1,99,7,0.00339,7.0,2.0,"[{'section': '8'}, {'section': '9'}]","§ 9: Neben den für die einzelnen zahnärztlichen Leistungen vorgesehenen Gebühren können als Auslagen die dem Zahnarzt tatsächlich entstandenen angemessenen Kosten für zahntechnische Leistungen berechnet werden, soweit diese Kosten nicht nach den Bestimmungen des Gebührenverzeichnisses mit den Gebühren abgegolten sind.",1,1630,396,0.0
§7 Gebühren bei stationärer Behandlung ,(2),Neben den nach Absatz 1 geminderten Gebühren darf der Zahnarzt Kosten nicht berechnen; die §§ 8 und 9 bleiben unberührt.,"References: §8, §9",1,99,7,0.00339,7.0,2.0,"[{'section': '8'}, {'section': '9'}]","§ 9: Der Zahnarzt hat dem Zahlungspflichtigen vor der Behandlung einen Kostenvoranschlag des gewerblichen oder des praxiseigenen Labors über die voraussichtlich entstehenden Kosten für zahntechnische Leistungen anzubieten und auf dessen Verlangen in Textform vorzulegen, sofern die Kosten insgesamt voraussichtlich einen Betrag von 1.000 Euro überschreiten.",1,1630,396,0.0
§7 Gebühren bei stationärer Behandlung ,(2),Neben den nach Absatz 1 geminderten Gebühren darf der Zahnarzt Kosten nicht berechnen; die §§ 8 und 9 bleiben unberührt.,"References: §8, §9",1,99,7,0.00339,7.0,2.0,"[{'section': '8'}, {'section': '9'}]","§ 9: Für Behandlungen, die auf der Grundlage eines Heil- und Kostenplans für einen Behandlungszeitraum von mehr als zwölf Monaten geplant werden, gilt der vorherige Satz nur, sofern voraussichtlich bereits innerhalb eines Zeitraums von sechs Monaten Kosten von mehr als 1.000 Euro entstehen.",1,1630,396,0.0
§7 Gebühren bei stationärer Behandlung ,(2),Neben den nach Absatz 1 geminderten Gebühren darf der Zahnarzt Kosten nicht berechnen; die §§ 8 und 9 bleiben unberührt.,"References: §8, §9",1,99,7,0.00339,7.0,2.0,"[{'section': '8'}, {'section': '9'}]","§ 9: Ist eine Überschreitung der im Kostenvoranschlag genannten Kosten um mehr als 15 vom Hundert zu erwarten, hat der Zahnarzt den Zahlungspflichtigen hierüber unverzüglich in Textform zu unterrichten.",1,1630,396,0.0
§7 Gebühren bei stationärer Behandlung ,(2),Neben den nach Absatz 1 geminderten Gebühren darf der Zahnarzt Kosten nicht berechnen; die §§ 8 und 9 bleiben unberührt.,"References: §8, §9",1,99,7,0.00339,7.0,2.0,"[{'section': '8'}, {'section': '9'}]",,1,1630,396,0.0
§ 8 Entschädigungen ,(1),Als Entschädigungen für Besuche erhält der Zahnarzt Wegegeld oder Reiseentschädigung; hierdurch sind Zeitversäumnisse und die durch den Besuch bedingten Mehrkosten abgegolten.,The text does not mention any references to other paragraphs.,1,114,11,0.0040799999999999,8.0,1.0,,,1,661,5,0.0
