,section,content,reference,extr_ref_calls,extr_ref_prompt_tokens,extr_ref_completion_tokens,extr_ref_total_cost,parsed_references,rule,extr_rules_calls,extr_rules_prompt_tokens,extr_rules_completion_tokens,extr_rules_total_cost,llm_response,query,llm_inputs,llm_calls,prompt_tokens,completion_tokens,total_cost,parsed_code,correction_count
10,E_Leistungen_bei_Erkrankungen_der_Mundschleimhaut,und des Parodontiums,The text provided does not contain any references to other paragraphs.,1,66,12,0.0027,,,1,608,5,0.01854,nan,n,nan,,,,,nan,
11,E_Leistungen_bei_Erkrankungen_der_Mundschleimhaut,und des Parodontiums,The text provided does not contain any references to other paragraphs.,1,66,12,0.0027,,,1,608,5,0.01854,nan,n,nan,,,,,nan,
12,G_Kieferorthopädische_Leistungen,"Allgemeine Bestimmungen
Die Leistungen nach den Nummern 6100, 6120, 6140 und 6150 beinhal -
ten auch die Material- und Laborkosten für Standardmaterialien wie
zum Beispiel unprogrammierte Edelstahlbrackets, unprogrammierte At -
tachments und Edelstahlbänder.
Werden darüber hinausgehende Materialien verwendet, können die
Mehrkosten für diese Materialien gesondert berechnet werden, wenn
dies vor der Verwendung mit dem Zahlungspflichtigen nach persönli -
cher Absprache schriftlich vereinbart worden ist. Diese Vereinbarung
hat Angaben über die voraussichtliche Höhe der einzelnen Material-
und Laborkosten und die Material- und Laborkosten der in Abzug zu
bringenden Standardmaterialien zu enthalten. In der Vereinbarung ist
darauf hinzuweisen, dass eine Erstattung durch Erstattungsstellen mög -
licherweise nicht im vollen Umfang gewährleistet ist.",The text does not contain any references to other paragraphs.,1,298,11,0.0096,,,1,840,5,0.0255,nan,n,nan,,,,,nan,
13,H_Eingliederung_von_Aufbissbehelfen_und_Schienen,"Allgemeine Bestimmungen
Endgültige Kronen, Brücken und Prothesen dürfen nicht als Aufbissbe -
helfe oder Schienen nach Abschnitt H berechnet werden.",References: Abschnitt H,1,103,5,0.00339,,,1,645,5,0.01965,nan,n,nan,,,,,nan,
14,J_Funktionsanalytische_und,funktionstherapeutische Leistungen,The text provided does not contain any references to other paragraphs.,1,70,12,0.00282,,,1,612,5,0.01866,nan,n,nan,,,,,nan,
15,J_Funktionsanalytische_und,funktionstherapeutische Leistungen,The text provided does not contain any references to other paragraphs.,1,70,12,0.00282,,,1,612,5,0.01866,nan,n,nan,,,,,nan,
16,K_Implantologische_Leistungen,"
Allgemeine Bestimmungen
1. Die primäre Wundversorgung (z. B. Reinigen der Wunde, Wundver -
schluss ohne zusätzliche Lappenbildung, gegebenenfalls einschließlich
Fixieren eines plastischen Wundverbandes) ist Bestandteil der Leistungen
nach Abschnitt K und nicht gesondert berechnungsfähig.
2. Die bei den Leistungen nach Abschnitt K verwendeten Implantate,
Implantatteile und nur einmal verwendbare Implantatfräsen sind ge -
sondert berechnungsfähig.
Knochenersatzmaterialien sowie Materialien zur Förderung der Blutge -
rinnung oder der Geweberegeneration (z. B. Membranen), zur Fixierung
von Membranen, zum Verschluss von oberflächlichen Blutungen bei hä -
morrhagischen Diathesen oder, wenn dies zum Schutz wichtiger anato -
mischer Strukturen (z. B. Nerven) erforderlich ist, sowie atraumatisches
Nahtmaterial oder nur einmal verwendbare Explantationsfräsen, sind
gesondert berechnungsfähig.",The text does not contain any references to other paragraphs.,1,331,11,0.0105899999999999,,"Rule 1: The primary wound care (e.g., cleaning the wound, wound closure without additional flap formation, possibly including fixation of a plastic wound dressing) is part of the services in section K and cannot be billed separately.",1,873,155,0.0354899999999999,"---
Rule 1:
Thoughts: This rule states that primary wound care, which is part of the services in section K, cannot be billed separately. This means that if a service related to primary wound care is found in the invoice, it should not have a separate charge. However, we don't have any information about what services are related to primary wound care or what section K is. Therefore, we can't translate this rule into Prolog code without making assumptions.

Translation:
```prolog
```
---
Rule 2:
Thoughts: This rule states that implants, implant parts, and single-use implant drills used in the services according to section K can be billed separately. This means that if a material cost related to these items is found in the invoice, it should have a separate charge. However, we don't have any information about what materials are related to implants, implant parts, and single-use implant drills or what section K is. Therefore, we can't translate this rule into Prolog code without making assumptions.

Translation:
```prolog
```
---
Rule 3:
Thoughts: This rule states that certain materials can be billed separately. These materials include bone replacement materials, materials for promoting blood coagulation or tissue regeneration, materials for fixing membranes, materials for closing superficial bleeding in hemorrhagic diatheses or, if necessary for the protection of important anatomical structures, as well as atraumatic suture material or single-use explantation drills. This means that if a material cost related to these items is found in the invoice, it should have a separate charge. However, we don't have any information about what materials are related to these items. Therefore, we can't translate this rule into Prolog code without making assumptions.

Translation:
```prolog
```",,"Given this rules from the german GOZ:
---
Rule 1: The primary wound care (e.g., cleaning the wound, wound closure without additional flap formation, possibly including fixation of a plastic wound dressing) is part of the services in section K and cannot be billed separately.
---
Rule 2: The implants, implant parts, and single-use implant drills used in the services according to section K can be billed separately.
---
Rule 3: Bone replacement materials and materials for promoting blood coagulation or tissue regeneration (e.g., membranes), for fixing membranes, for closing superficial bleeding in hemorrhagic diatheses or, if necessary for the protection of important anatomical structures (e.g., nerves), as well as atraumatic suture material or single-use explantation drills, can be billed separately.
---


And this predicates:
```prolog
invoice(
    % A Service is defined trough its Service Number (Service), the date / session when it was rendered, its multiplier, the teeth it is applied to, ...
    [service(Service, date(Year, Month, Day), Multiplier, PointScore, Charge, Description, Justification, [tooth(Area, Postion), ...]), ... ],
    % Billed Material Costs are defined trough the Section of the GOZ which allows its billing, the date / session when it was rendered, its multiplier, ...
    [material_cost(GOZ_Section, date(Year, Month, Day), Multiplier, Count, Charge, Description, Justification, [tooth(Area, Postion), ...]), ... ],
    invoice_date(date(Year, Month, Day)),
    invoice_amount(InvoiceAmount)
).
% Charge = (round(PointValue in Euros * Multiplier * PointScore * 100)) / 100
% A Tooth on which a Service is applied is uniquely defined by the combination of its area and position in this area: tooth(Area, Postion) nummerated after the FDI-Zahnschema
% Area = 1 -> Right upper jaw
% Area = 2 -> Left upper jaw
% Area = 3 -> Left lower jaw
% Area = 4 -> Right lower jaw
% Position is exact position of this tooth in its area (from 1 to 8)
% Example invoice
invoice(
    [
        service(11111, date(2023, 10, 01), 1.0, 100, 5.62, 'Teeth Cleaning', '', [tooth(1,7)]),
        service(11111, date(2023, 10, 01), 1.0, 100, 5.62, 'Teeth Cleaning', '', [tooth(1,6)]),
        service(987654, date(2023, 10, 01), 3.5, 200, 39.37, 'Tooth Filling', 'Very time consuming', [tooth(1,7), tooth(1,6)]),
        service(123456, date(2023, 10, 02), 2.3, 150, 19.40, 'Consultation', '', [])
    ],
    [
        material_cost('§ 4 (1)', date(2023, 10, 02), 1.0, 1, 40.00, 'Fill Material', 'Auslagen', [tooth(1,7), tooth(1,6)])
    ]
    invoice_date(date(2023, 10, 04),
    invoice_amount(110.01)
).
```
The 3 rules indicate conditions and restrictions stated in the GOZ that should be adhered to when creating an invoice.
We want to mark invoices as invalid if they do not adhere to those rules.
Which of those rules can you translate into prolog code given following restriction:
Only translate the rules as they are, do not include any examples.
Be as accurate as possible.
You must be able to exactly define every new predicate based on the given ones.
Do not make any assumptions which are not given.
Translate the rules where a translation given the restrictions is possible.
If you can not translate the ful rule, translate as much as possible, but do not invent something. Maybe you can translate a part of the rule.
Keep the code as simple as possible.
To determine if an invoice is correct, use the predicate 
```prolog
is_invoice_invalid(Invoice) : -
    Invoice = invoice(Services, Material_Costs, invoice_date(date(Year, Month, Day), invoice_amount(InvoiceAmount)),
    % The corresponding rule (only one rule for each predicate)
    % Please double check that the prolog code you write in here is semantically equivalent to the rule in the text.
    % Keep the code as simple as possible.
    print(...), % When rule is not fulfilled and therefore the invoice is invalid, print the reason for the invalidity of the invoice
    true. % Then the invoice is invalid.
```
Use this predicate to check each rule individually. Before you translate a rule, think about it.
Expected format:
---
Rule 1:
Thoughts: ...
Translation:
```prolog
% code here (is_invoice_invalid/1 predicate with potential helper predicates for this rule)
```
---
Rule 2:
Thoughts: ...
Translation:
```prolog
% code here (is_invoice_invalid/1 predicate with potential helper predicates for this rule)
```
---
... 

When you can not translate leaf the code section empty like this:
---
Rule X:
Thoughts: ...
Translation:
```prolog
```
---

So you should have a block for each of the 3 given rules at the end.
For translated rules include print/1 statements, so that the user can see the reason for the invalidity of the invoice.
When you calculate with currencies, always round the result to two digits with round(X*100)/100 and always calculate in Euros (even after summation).
I only want to have exactly defined rules.
First, think step by step how you would translate a rule, then translate it. Explain your thoughts step by step.",1.0,1351.0,363.0,0.06230999999999999,"
",0.0
17,K_Implantologische_Leistungen,"
Allgemeine Bestimmungen
1. Die primäre Wundversorgung (z. B. Reinigen der Wunde, Wundver -
schluss ohne zusätzliche Lappenbildung, gegebenenfalls einschließlich
Fixieren eines plastischen Wundverbandes) ist Bestandteil der Leistungen
nach Abschnitt K und nicht gesondert berechnungsfähig.
2. Die bei den Leistungen nach Abschnitt K verwendeten Implantate,
Implantatteile und nur einmal verwendbare Implantatfräsen sind ge -
sondert berechnungsfähig.
Knochenersatzmaterialien sowie Materialien zur Förderung der Blutge -
rinnung oder der Geweberegeneration (z. B. Membranen), zur Fixierung
von Membranen, zum Verschluss von oberflächlichen Blutungen bei hä -
morrhagischen Diathesen oder, wenn dies zum Schutz wichtiger anato -
mischer Strukturen (z. B. Nerven) erforderlich ist, sowie atraumatisches
Nahtmaterial oder nur einmal verwendbare Explantationsfräsen, sind
gesondert berechnungsfähig.",The text does not contain any references to other paragraphs.,1,331,11,0.0105899999999999,,"Rule 2: The implants, implant parts, and single-use implant drills used in the services according to section K can be billed separately.",1,873,155,0.0354899999999999,nan,n,nan,,,,,"
",0.0
18,K_Implantologische_Leistungen,"
Allgemeine Bestimmungen
1. Die primäre Wundversorgung (z. B. Reinigen der Wunde, Wundver -
schluss ohne zusätzliche Lappenbildung, gegebenenfalls einschließlich
Fixieren eines plastischen Wundverbandes) ist Bestandteil der Leistungen
nach Abschnitt K und nicht gesondert berechnungsfähig.
2. Die bei den Leistungen nach Abschnitt K verwendeten Implantate,
Implantatteile und nur einmal verwendbare Implantatfräsen sind ge -
sondert berechnungsfähig.
Knochenersatzmaterialien sowie Materialien zur Förderung der Blutge -
rinnung oder der Geweberegeneration (z. B. Membranen), zur Fixierung
von Membranen, zum Verschluss von oberflächlichen Blutungen bei hä -
morrhagischen Diathesen oder, wenn dies zum Schutz wichtiger anato -
mischer Strukturen (z. B. Nerven) erforderlich ist, sowie atraumatisches
Nahtmaterial oder nur einmal verwendbare Explantationsfräsen, sind
gesondert berechnungsfähig.",The text does not contain any references to other paragraphs.,1,331,11,0.0105899999999999,,"Rule 3: Bone replacement materials and materials for promoting blood coagulation or tissue regeneration (e.g., membranes), for fixing membranes, for closing superficial bleeding in hemorrhagic diatheses or, if necessary for the protection of important anatomical structures (e.g., nerves), as well as atraumatic suture material or single-use explantation drills, can be billed separately.",1,873,155,0.0354899999999999,nan,n,nan,,,,,"
",0.0
19,L_Zuschläge_zu_bestimmten,"zahnärztlich-chirurgischen Leistungen
Allgemeine Bestimmungen
1. Bei nichtstationärer Durchführung bestimmter zahnärztlich-chirurgi -
scher Leistungen in der Praxis niedergelassener Zahnärzte oder in Kran -
kenhäusern können zur Abgeltung der Kosten für die Aufbereitung
wiederverwendbarer Operationsmaterialien bzw. -geräte und/oder von
Materialien, die mit der einmaligen Verwendung verbraucht sind, Zu -
schläge berechnet werden.
2. Die Zuschläge nach den Nummern 0500 bis 0530 sind nur mit dem
einfachen Gebührensatz berechnungsfähig.
3. Die Zuschläge nach den Nummern 0500 bis 0530 sind zahnärztlich-
chirurgische Leistungen
-nach den Nummern 3020, 3030, 3040, 3045, 3090, 3100, 3110, 3120,
3130, 3140, 3160, 3190, 3200, 3230, 3240, 3250, 3260, 3270, 3280 in Ab -
schnitt D,
-nach den Nummern 4090, 4100, 4130 und 4133 in Abschnitt E sowie
-nach den Nummern 9010, 9020, 9090, 9100, 9110, 9120, 9130, 9140,
9150, 9160 und 9170 in Abschnitt K
zuzuordnen.
4. Die Zuschläge sind in der Rechnung unmittelbar im Anschluss an die
zugeordnete zahnärztlich-chirurgische Leistung aufzuführen.
5. Maßgeblich für den Ansatz eines Zuschlages nach den Nummern
0500 bis 0530 ist die erbrachte zahnärztlich-chirurgische Leistung mit der
höchsten Punktzahl. Eine Zuordnung des Zuschlags nach den Nummern
0500 bis 0530 zu der Summe der jeweils ambulant erbrachten einzelnen
zahnärztlich-chirurgischen Leistungen ist nicht möglich.


6. Die Zuschläge nach den Nummern 0500 bis 0530 sind nicht berech -
nungsfähig, wenn der Patient an demselben Tag wegen derselben Er -
krankung in stationäre Krankenhausbehandlung aufgenommen wird;
das gilt nicht, wenn die stationäre Behandlung wegen unvorhersehba -
rer Komplikationen während oder nach der nichtstationären Operation
notwendig und entsprechend begründet wird.
7. Die Zuschläge nach den Nummern 0110, 0120 sowie 0500 bis 0530
sind neben den entsprechenden Zuschlägen nach den Nummer 440
bis 445 des Gebührenverzeichnisses für ärztliche Leistungen für dieselbe
Sitzung nicht berechnungsfähig.","References: Nummern 0500 bis 0530, Nummern 3020, 3030, 3040, 3045, 3090, 3100, 3110, 3120, 3130, 3140, 3160, 3190, 3200, 3230, 3240, 3250, 3260, 3270, 3280, Nummern 4090, 4100, 4130 und 4133, Nummern 9010, 9020, 9090, 9100, 9110, 9120, 9130, 9140, 9150, 9160 und 9170, Nummern 0110, 0120, Nummer 440 bis 445.",1,768,177,0.0336599999999999,,"Rule 1: The surcharges according to numbers 0500 to 0530 can only be calculated with the simple fee rate. This implies that the ""Multiplier"" for these service numbers should be 1.",1,1310,260,0.0549,"---
Rule 1:
Thoughts: This rule is straightforward. We need to check if any service with numbers 0500 to 0530 has a multiplier other than 1. If such a service exists, the invoice is invalid. We can use the member/2 predicate to iterate over the list of services and check each service's number and multiplier.

Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(Service, _, Multiplier, _, _, _, _, _), Services),
    between(500, 530, Service),
    Multiplier \= 1.0,
    print('Invalid invoice: Service with number between 0500 and 0530 has a multiplier other than 1.0.'),
    true.
```
---
Rule 2:
Thoughts: This rule is more complex. We need to check if any service with numbers 0500 to 0530 is billed on the same date as a hospital admission for the same disease, and if there is no justification for unforeseen complications. However, we don't have any information about hospital admissions or diseases in the given predicates. Therefore, we can't translate this rule into Prolog code.

Translation:
```prolog
```
---
Rule 3:
Thoughts: This rule requires us to check if any service with numbers 0110, 0120, 0500 to 0530 is billed on the same date as a service with numbers 440 to 445. We can use the member/2 predicate to iterate over the list of services and check each service's number and date. We need to check if there is another service with a number between 440 and 445 on the same date.

Translation:
```prolog
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(Service1, Date, _, _, _, _, _, _), Services),
    (between(110, 120, Service1); between(500, 530, Service1)),
    member(service(Service2, Date, _, _, _, _, _, _), Services),
    between(440, 445, Service2),
    print('Invalid invoice: Service with number 0110, 0120, 0500 to 0530 is billed on the same date as a service with number 440 to 445.'),
    true.
```",,"Given this rules from the german GOZ:
---
Rule 1: The surcharges according to numbers 0500 to 0530 can only be calculated with the simple fee rate. This implies that the ""Multiplier"" for these service numbers should be 1.
---
Rule 2: The surcharges according to numbers 0500 to 0530 are not billable if the patient is admitted to hospital treatment on the same day for the same disease; this does not apply if the hospital treatment is necessary due to unforeseen complications during or after the outpatient operation and is accordingly justified. This implies that if a service with numbers 0500 to 0530 is billed on the same date as a hospital admission for the same disease, it should not be billable unless there is a justification for unforeseen complications.
---
Rule 3: The surcharges according to numbers 0110, 0120 as well as 0500 to 0530 are not billable in addition to the corresponding surcharges according to number 440 to 445 of the fee schedule for medical services for the same session. This implies that if a service with numbers 0110, 0120, 0500 to 0530 is billed, no service with numbers 440 to 445 should be billed for the same date of treatment.
---


And this predicates:
```prolog
invoice(
    % A Service is defined trough its Service Number (Service), the date / session when it was rendered, its multiplier, the teeth it is applied to, ...
    [service(Service, date(Year, Month, Day), Multiplier, PointScore, Charge, Description, Justification, [tooth(Area, Postion), ...]), ... ],
    % Billed Material Costs are defined trough the Section of the GOZ which allows its billing, the date / session when it was rendered, its multiplier, ...
    [material_cost(GOZ_Section, date(Year, Month, Day), Multiplier, Count, Charge, Description, Justification, [tooth(Area, Postion), ...]), ... ],
    invoice_date(date(Year, Month, Day)),
    invoice_amount(InvoiceAmount)
).
% Charge = (round(PointValue in Euros * Multiplier * PointScore * 100)) / 100
% A Tooth on which a Service is applied is uniquely defined by the combination of its area and position in this area: tooth(Area, Postion) nummerated after the FDI-Zahnschema
% Area = 1 -> Right upper jaw
% Area = 2 -> Left upper jaw
% Area = 3 -> Left lower jaw
% Area = 4 -> Right lower jaw
% Position is exact position of this tooth in its area (from 1 to 8)
% Example invoice
invoice(
    [
        service(11111, date(2023, 10, 01), 1.0, 100, 5.62, 'Teeth Cleaning', '', [tooth(1,7)]),
        service(11111, date(2023, 10, 01), 1.0, 100, 5.62, 'Teeth Cleaning', '', [tooth(1,6)]),
        service(987654, date(2023, 10, 01), 3.5, 200, 39.37, 'Tooth Filling', 'Very time consuming', [tooth(1,7), tooth(1,6)]),
        service(123456, date(2023, 10, 02), 2.3, 150, 19.40, 'Consultation', '', [])
    ],
    [
        material_cost('§ 4 (1)', date(2023, 10, 02), 1.0, 1, 40.00, 'Fill Material', 'Auslagen', [tooth(1,7), tooth(1,6)])
    ]
    invoice_date(date(2023, 10, 04),
    invoice_amount(110.01)
).
```
The 3 rules indicate conditions and restrictions stated in the GOZ that should be adhered to when creating an invoice.
We want to mark invoices as invalid if they do not adhere to those rules.
Which of those rules can you translate into prolog code given following restriction:
Only translate the rules as they are, do not include any examples.
Be as accurate as possible.
You must be able to exactly define every new predicate based on the given ones.
Do not make any assumptions which are not given.
Translate the rules where a translation given the restrictions is possible.
If you can not translate the ful rule, translate as much as possible, but do not invent something. Maybe you can translate a part of the rule.
Keep the code as simple as possible.
To determine if an invoice is correct, use the predicate 
```prolog
is_invoice_invalid(Invoice) : -
    Invoice = invoice(Services, Material_Costs, invoice_date(date(Year, Month, Day), invoice_amount(InvoiceAmount)),
    % The corresponding rule (only one rule for each predicate)
    % Please double check that the prolog code you write in here is semantically equivalent to the rule in the text.
    % Keep the code as simple as possible.
    print(...), % When rule is not fulfilled and therefore the invoice is invalid, print the reason for the invalidity of the invoice
    true. % Then the invoice is invalid.
```
Use this predicate to check each rule individually. Before you translate a rule, think about it.
Expected format:
---
Rule 1:
Thoughts: ...
Translation:
```prolog
% code here (is_invoice_invalid/1 predicate with potential helper predicates for this rule)
```
---
Rule 2:
Thoughts: ...
Translation:
```prolog
% code here (is_invoice_invalid/1 predicate with potential helper predicates for this rule)
```
---
... 

When you can not translate leaf the code section empty like this:
---
Rule X:
Thoughts: ...
Translation:
```prolog
```
---

So you should have a block for each of the 3 given rules at the end.
For translated rules include print/1 statements, so that the user can see the reason for the invalidity of the invoice.
When you calculate with currencies, always round the result to two digits with round(X*100)/100 and always calculate in Euros (even after summation).
I only want to have exactly defined rules.
First, think step by step how you would translate a rule, then translate it. Explain your thoughts step by step.",1.0,1455.0,494.0,0.07329,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(Service, _, Multiplier, _, _, _, _, _), Services),
    between(500, 530, Service),
    Multiplier \= 1.0,
    print('Invalid invoice: Service with number between 0500 and 0530 has a multiplier other than 1.0.'),
    true.
",0.0
20,L_Zuschläge_zu_bestimmten,"zahnärztlich-chirurgischen Leistungen
Allgemeine Bestimmungen
1. Bei nichtstationärer Durchführung bestimmter zahnärztlich-chirurgi -
scher Leistungen in der Praxis niedergelassener Zahnärzte oder in Kran -
kenhäusern können zur Abgeltung der Kosten für die Aufbereitung
wiederverwendbarer Operationsmaterialien bzw. -geräte und/oder von
Materialien, die mit der einmaligen Verwendung verbraucht sind, Zu -
schläge berechnet werden.
2. Die Zuschläge nach den Nummern 0500 bis 0530 sind nur mit dem
einfachen Gebührensatz berechnungsfähig.
3. Die Zuschläge nach den Nummern 0500 bis 0530 sind zahnärztlich-
chirurgische Leistungen
-nach den Nummern 3020, 3030, 3040, 3045, 3090, 3100, 3110, 3120,
3130, 3140, 3160, 3190, 3200, 3230, 3240, 3250, 3260, 3270, 3280 in Ab -
schnitt D,
-nach den Nummern 4090, 4100, 4130 und 4133 in Abschnitt E sowie
-nach den Nummern 9010, 9020, 9090, 9100, 9110, 9120, 9130, 9140,
9150, 9160 und 9170 in Abschnitt K
zuzuordnen.
4. Die Zuschläge sind in der Rechnung unmittelbar im Anschluss an die
zugeordnete zahnärztlich-chirurgische Leistung aufzuführen.
5. Maßgeblich für den Ansatz eines Zuschlages nach den Nummern
0500 bis 0530 ist die erbrachte zahnärztlich-chirurgische Leistung mit der
höchsten Punktzahl. Eine Zuordnung des Zuschlags nach den Nummern
0500 bis 0530 zu der Summe der jeweils ambulant erbrachten einzelnen
zahnärztlich-chirurgischen Leistungen ist nicht möglich.


6. Die Zuschläge nach den Nummern 0500 bis 0530 sind nicht berech -
nungsfähig, wenn der Patient an demselben Tag wegen derselben Er -
krankung in stationäre Krankenhausbehandlung aufgenommen wird;
das gilt nicht, wenn die stationäre Behandlung wegen unvorhersehba -
rer Komplikationen während oder nach der nichtstationären Operation
notwendig und entsprechend begründet wird.
7. Die Zuschläge nach den Nummern 0110, 0120 sowie 0500 bis 0530
sind neben den entsprechenden Zuschlägen nach den Nummer 440
bis 445 des Gebührenverzeichnisses für ärztliche Leistungen für dieselbe
Sitzung nicht berechnungsfähig.","References: Nummern 0500 bis 0530, Nummern 3020, 3030, 3040, 3045, 3090, 3100, 3110, 3120, 3130, 3140, 3160, 3190, 3200, 3230, 3240, 3250, 3260, 3270, 3280, Nummern 4090, 4100, 4130 und 4133, Nummern 9010, 9020, 9090, 9100, 9110, 9120, 9130, 9140, 9150, 9160 und 9170, Nummern 0110, 0120, Nummer 440 bis 445.",1,768,177,0.0336599999999999,,"Rule 2: The surcharges according to numbers 0500 to 0530 are not billable if the patient is admitted to hospital treatment on the same day for the same disease; this does not apply if the hospital treatment is necessary due to unforeseen complications during or after the outpatient operation and is accordingly justified. This implies that if a service with numbers 0500 to 0530 is billed on the same date as a hospital admission for the same disease, it should not be billable unless there is a justification for unforeseen complications.",1,1310,260,0.0549,nan,n,nan,,,,,"
",0.0
21,L_Zuschläge_zu_bestimmten,"zahnärztlich-chirurgischen Leistungen
Allgemeine Bestimmungen
1. Bei nichtstationärer Durchführung bestimmter zahnärztlich-chirurgi -
scher Leistungen in der Praxis niedergelassener Zahnärzte oder in Kran -
kenhäusern können zur Abgeltung der Kosten für die Aufbereitung
wiederverwendbarer Operationsmaterialien bzw. -geräte und/oder von
Materialien, die mit der einmaligen Verwendung verbraucht sind, Zu -
schläge berechnet werden.
2. Die Zuschläge nach den Nummern 0500 bis 0530 sind nur mit dem
einfachen Gebührensatz berechnungsfähig.
3. Die Zuschläge nach den Nummern 0500 bis 0530 sind zahnärztlich-
chirurgische Leistungen
-nach den Nummern 3020, 3030, 3040, 3045, 3090, 3100, 3110, 3120,
3130, 3140, 3160, 3190, 3200, 3230, 3240, 3250, 3260, 3270, 3280 in Ab -
schnitt D,
-nach den Nummern 4090, 4100, 4130 und 4133 in Abschnitt E sowie
-nach den Nummern 9010, 9020, 9090, 9100, 9110, 9120, 9130, 9140,
9150, 9160 und 9170 in Abschnitt K
zuzuordnen.
4. Die Zuschläge sind in der Rechnung unmittelbar im Anschluss an die
zugeordnete zahnärztlich-chirurgische Leistung aufzuführen.
5. Maßgeblich für den Ansatz eines Zuschlages nach den Nummern
0500 bis 0530 ist die erbrachte zahnärztlich-chirurgische Leistung mit der
höchsten Punktzahl. Eine Zuordnung des Zuschlags nach den Nummern
0500 bis 0530 zu der Summe der jeweils ambulant erbrachten einzelnen
zahnärztlich-chirurgischen Leistungen ist nicht möglich.


6. Die Zuschläge nach den Nummern 0500 bis 0530 sind nicht berech -
nungsfähig, wenn der Patient an demselben Tag wegen derselben Er -
krankung in stationäre Krankenhausbehandlung aufgenommen wird;
das gilt nicht, wenn die stationäre Behandlung wegen unvorhersehba -
rer Komplikationen während oder nach der nichtstationären Operation
notwendig und entsprechend begründet wird.
7. Die Zuschläge nach den Nummern 0110, 0120 sowie 0500 bis 0530
sind neben den entsprechenden Zuschlägen nach den Nummer 440
bis 445 des Gebührenverzeichnisses für ärztliche Leistungen für dieselbe
Sitzung nicht berechnungsfähig.","References: Nummern 0500 bis 0530, Nummern 3020, 3030, 3040, 3045, 3090, 3100, 3110, 3120, 3130, 3140, 3160, 3190, 3200, 3230, 3240, 3250, 3260, 3270, 3280, Nummern 4090, 4100, 4130 und 4133, Nummern 9010, 9020, 9090, 9100, 9110, 9120, 9130, 9140, 9150, 9160 und 9170, Nummern 0110, 0120, Nummer 440 bis 445.",1,768,177,0.0336599999999999,,"Rule 3: The surcharges according to numbers 0110, 0120 as well as 0500 to 0530 are not billable in addition to the corresponding surcharges according to number 440 to 445 of the fee schedule for medical services for the same session. This implies that if a service with numbers 0110, 0120, 0500 to 0530 is billed, no service with numbers 440 to 445 should be billed for the same date of treatment.",1,1310,260,0.0549,nan,n,nan,,,,,"
is_invoice_invalid(Invoice) :-
    Invoice = invoice(Services, _, _, _),
    member(service(Service1, Date, _, _, _, _, _, _), Services),
    (between(110, 120, Service1); between(500, 530, Service1)),
    member(service(Service2, Date, _, _, _, _, _, _), Services),
    between(440, 445, Service2),
    print('Invalid invoice: Service with number 0110, 0120, 0500 to 0530 is billed on the same date as a service with number 440 to 445.'),
    true.
",0.0
